cell,arc,meas,slew_idx,load_idx,slew,load,v0,group,param,ntr,g1,h2,g1_direct,h2_direct
NAND2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,1.674115e-11,P,u0,2,2.827500e-13,,,
NAND2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,1.674115e-11,P,vth,2,-1.220000e-13,,,
NAND2_X1,A_r_ZN_f,trans,0,0,1.000000e-11,1.000000e-15,1.379447e-11,N,u0,2,-6.241500e-12,,,
NAND2_X1,A_r_ZN_f,trans,0,0,1.000000e-11,1.000000e-15,1.379447e-11,N,vth,2,3.372350e-11,,,
NAND2_X1,A_r_ZN_f,trans,0,0,1.000000e-11,1.000000e-15,1.379447e-11,P,u0,2,3.000000e-15,,,
NAND2_X1,A_r_ZN_f,trans,0,0,1.000000e-11,1.000000e-15,1.379447e-11,P,vth,2,-2.000000e-15,,,
NAND2_X1,A_r_ZN_f,delay,0,1,1.000000e-11,4.000000e-15,2.582710e-11,N,u0,2,-9.808001e-12,,,
NAND2_X1,A_r_ZN_f,delay,0,1,1.000000e-11,4.000000e-15,2.582710e-11,N,vth,2,7.080850e-11,,,
NAND2_X1,A_r_ZN_f,delay,0,1,1.000000e-11,4.000000e-15,2.582710e-11,P,u0,2,1.797500e-13,,,
NAND2_X1,A_r_ZN_f,delay,0,1,1.000000e-11,4.000000e-15,2.582710e-11,P,vth,2,-5.430000e-13,,,
NAND2_X1,A_r_ZN_f,trans,0,1,1.000000e-11,4.000000e-15,2.556354e-11,N,u0,2,-1.151300e-11,,,
NAND2_X1,A_r_ZN_f,trans,0,1,1.000000e-11,4.000000e-15,2.556354e-11,N,vth,2,6.387550e-11,,,
NAND2_X1,A_r_ZN_f,trans,0,1,1.000000e-11,4.000000e-15,2.556354e-11,P,u0,2,7.500000e-16,,,
NAND2_X1,A_r_ZN_f,trans,0,1,1.000000e-11,4.000000e-15,2.556354e-11,P,vth,2,-1.500000e-15,,,
NAND2_X1,A_r_ZN_f,delay,0,2,1.000000e-11,1.200000e-14,4.971340e-11,N,u0,2,-2.014175e-11,,,
NAND2_X1,A_r_ZN_f,delay,0,2,1.000000e-11,1.200000e-14,4.971340e-11,N,vth,2,1.387195e-10,,,
